202.0	8.44609
202.1	8.1693
202.2	7.23185
202.3	7.52472
202.4	8.98829
202.5	8.00849
202.6	6.09803
202.7	5.8746
202.8	8.273200000000001
202.9	8.502600000000001
203.0	8.19112
203.1	8.9657
203.2	9.94435
203.3	9.1227
203.4	7.38003
203.5	7.62366
203.6	9.12535
203.7	9.674
203.8	9.85292
203.9	9.13155
204.0	8.0014
204.1	9.074449999999999
204.2	10.093499999999999
204.3	10.7301
204.4	9.81565
204.5	9.43573
204.6	10.5165
204.7	10.9429
204.8	9.12449
204.9	10.080100000000002
205.0	9.92426
205.1	10.402899999999999
205.2	10.4361
205.3	10.5846
205.4	10.7348
205.5	10.598399999999998
205.6	8.7842
205.7	10.6204
205.8	10.411200000000001
205.9	9.00924
206.0	11.070899999999998
206.1	10.994200000000001
206.2	9.31427
206.3	9.245989999999999
206.4	10.7297
206.5	11.180399999999999
206.6	10.265
206.7	10.617700000000001
206.8	11.0747
206.9	10.731
207.0	10.570900000000002
207.1	11.3089
207.2	11.357800000000001
207.3	11.246100000000002
207.4	12.5596
207.5	12.2787
207.6	12.822899999999999
207.7	13.336300000000001
207.8	12.9671
207.9	12.2532
208.0	13.2885
208.1	12.764899999999999
208.2	12.2283
208.3	12.778
208.4	13.465499999999999
208.5	11.8917
208.6	14.4768
208.7	16.6966
208.8	14.804200000000002
208.9	19.3906
209.0	14.495899999999999
209.1	15.4397
209.2	18.2985
209.3	21.544500000000003
209.4	22.726799999999997
209.5	17.0486
209.6	22.2062
209.7	19.7174
209.8	23.218600000000002
209.9	24.6842
210.0	19.074199999999998
210.1	20.047199999999997
210.2	33.8042
210.3	27.8974
210.4	15.351999999999999
210.5	27.5644
210.6	38.2835
210.7	29.4496
210.8	31.616
210.9	20.7213
211.0	19.268700000000003
211.1	21.0919
211.2	35.254599999999996
211.3	39.945499999999996
211.4	26.915300000000002
211.5	26.288999999999998
211.6	27.9656
211.7	44.6809
211.8	45.225
211.9	31.5939
212.0	42.4871
212.1	51.403299999999994
212.2	30.6156
212.3	28.436
212.4	15.741499999999998
212.5	12.600100000000001
212.6	24.904000000000003
212.7	37.7205
212.8	34.5755
212.9	35.3322
213.0	33.7816
213.1	22.573900000000002
213.2	30.694499999999998
213.3	27.478699999999996
213.4	34.446
213.5	25.5573
213.6	27.299699999999998
213.7	32.9447
213.8	44.694900000000004
213.9	22.368899999999996
214.0	23.212100000000003
214.1	44.3459
214.2	52.32
214.3	43.5727
214.4	49.046099999999996
214.5	43.450199999999995
214.6	34.5431
214.7	33.6772
214.8	34.4989
214.9	40.441900000000004
215.0	47.3036
215.1	32.408
215.2	31.133000000000003
215.3	35.5093
215.4	50.724900000000005
215.5	39.6443
215.6	37.2487
215.7	30.7282
215.8	20.9968
