#wl	f0 ( W/m^2/um/sr)
325.35	802.5620865935933
325.375	800.0317148751569
325.4	825.5090189062607
325.425	848.8702718014383
325.45	825.9775785098326
325.475	758.3182611061334
325.5	702.9001083034944
325.525	722.4260959420324
325.55	830.1033107582474
325.575	978.6403716443647
325.6	1096.73390622262
325.625	1137.7288053569378
325.65	1107.2970379969097
325.675	1054.712771640991
325.7	1029.6657332057725
325.725	1039.4033808477652
325.75	1050.560364464185
325.775	1029.551410656867
325.8	976.6159044292474
325.825	926.3494995289171
325.85	916.2754880333412
325.875	952.0680068544567
325.9	1005.2279421425163
325.925	1044.1376411442304
325.95	1064.6712517238652
325.975	1086.864482436254
326.0	1120.4793779927265
326.025	1144.2958630178905
326.05	1130.8342954664183
326.075	1085.7651756682492
326.1	1048.2291355725717
326.125	1048.468660444547
326.15	1073.4844782238767
326.175	1080.9090399218057
326.2	1043.0025280304003
326.225	974.9452846350109
326.25	923.8887024177146
326.275	928.7748699374699
326.3	988.156187784487
326.325	1063.5657407871222
326.35	1108.1750227841485
326.375	1099.8969033401477
326.4	1056.2621154218423
326.425	1011.9299929242254
326.45	981.5985113062154
326.475	951.6652154357529
326.5	904.5904607220983
326.525	843.8608701087605
326.55	793.3998281466651
326.575	774.189014278146
326.6	786.4154127577972
326.625	820.7205695417834
326.65	879.1236568219829
326.675	964.6939298233796
326.7	1054.1998737107529
326.725	1108.4265164067651
326.75	1112.9439405063022
326.775	1090.005090597031
326.8	1068.7964844417859
326.825	1057.3499429790902
326.85	1048.8109687110111
326.875	1043.8723904518033
326.9	1052.559335642878
326.925	1075.3945629464295
326.95	1092.9731009814477
326.975	1082.2323061915863
327.0	1044.358223819865
327.025	1005.7526689548577
327.05	988.9194304172051
327.075	995.3060276918185
327.1	1010.8608478074613
327.125	1010.5562441026998
327.15	970.6630994358086
327.175	896.9571752024674
327.2	827.2057941171742
327.225	793.0615560865939
327.25	795.845909089508
327.275	824.0800919463444
327.3	872.9241037456227
327.325	938.8413385225832
327.35	1009.4614830621922
327.375	1066.8473963782453
327.4	1093.80501906651
327.425	1076.1556076449729
327.45	1014.5644068539965
327.475	939.9391367084957
327.5	901.0651341558981
327.525	925.7401722320759
327.55	998.3867821087789
327.575	1076.021803406793
327.6	1120.6057392265427
327.625	1118.382249071921
327.65	1077.0340120378269
327.675	1014.0487115529905
327.7	949.5997367670608
327.725	900.6121698943556
327.75	873.6766764069844
327.775	865.7896094150734
327.8	875.8931032004178
327.825	910.6728039632964
327.85	968.6920220399129
327.875	1023.2683660537041
327.9	1037.5890761021733
327.925	999.1267366298567
327.95	932.4181056815243
327.975	879.0812267018044
328.0	862.5348585363686
328.025	868.6720901882709
328.05	870.6007274733782
328.075	869.5595660548997
328.1	890.3492859189176
328.125	939.0452468703211
328.15	989.1407024449217
328.175	1011.4173147874046
328.2	1002.2934702354813
328.225	979.9088693907595
328.25	959.8164441436137
328.275	939.0542983628762
328.3	904.8158089186478
328.325	858.6850469517374
328.35	825.7683451670266
328.375	830.0413789675749
328.4	868.8130776749575
328.425	924.8526164405679
328.45	986.9669555369138
328.475	1039.235428705001
328.5	1053.6788833865082
328.525	1020.2119987154712
328.55	965.5812258590305
328.575	923.3482603760255
328.6	904.0974341149199
328.625	903.0964549293959
328.65	908.882716456064
328.675	898.9730105306446
328.7	850.6138430290496
328.725	762.1517080717742
328.75	663.7671191708672
328.775	605.5658821727693
328.8	620.1501944630348
328.825	694.013051196438
328.85	781.9187691268194
328.875	841.5759476939608
328.9	856.2953430204714
328.925	843.0522701071678
328.95	839.9256288190091
328.975	873.6571947177101
329.0	942.1200468837905
329.025	1029.4744929513681
329.05	1119.2514720942913
329.075	1186.003182552445
329.1	1199.797886990508
329.125	1156.1613107530331
329.15	1089.9521803270839
329.175	1047.9264001118588
329.2	1047.8160038726376
329.225	1066.046389240165
329.25	1066.7213048908961
329.275	1040.8658762568928
329.3	1011.5621486588968
329.325	1006.0896921886932
329.35	1033.7776684219373
329.375	1083.5161395241535
329.4	1133.6501088998577
329.425	1170.4852977215446
329.45	1198.3302264360702
329.475	1224.871180748502
329.5	1239.2529633951938
329.525	1217.3753660208786
329.55	1154.712952056892
329.575	1082.0697889405988
329.6	1038.7608247824492
329.625	1037.7008410549486
329.65	1063.5717851061022
329.675	1094.9194216460503
329.7	1118.5275624926878
329.725	1131.2354284438813
329.75	1139.2569990166642
329.775	1153.6608409299802
329.8	1178.2190488141714
329.825	1197.059171093545
329.85	1182.1677274742176
329.875	1125.3009562195803
329.9	1056.6672646244788
329.925	1019.2893858738792
329.95	1028.4333515141095
329.975	1062.790229685466
330.0	1092.565973638054
330.025	1115.0554758865608
330.05	1157.264923473898
330.07500000000005	1236.0286838766358
330.1	1328.3826309424962
330.125	1393.1221526450802
330.15	1407.8216067142616
330.175	1376.5503683680988
330.20000000000005	1315.0312498274373
330.225	1236.5606139187037
330.25	1147.217946568669
330.275	1052.0562584821557
330.3	964.7784503830004
330.32500000000005	904.6403138654209
330.35	881.6361253675068
330.375	891.2505088647472
330.4	924.1500467816771
330.425	974.0848933117784
330.45000000000005	1033.666672746123
330.475	1084.1679568848324
330.5	1100.794020145315
330.525	1076.5954142732976
330.55	1030.7984086107908
330.57500000000005	990.8786989122176
330.6	968.7459613426781
330.625	943.0154453040577
330.65	875.0332213982892
330.675	763.7851528066312
330.70000000000005	665.4439531244517
330.725	636.9739818837368
330.75	679.5286250237953
330.775	752.7838228922081
330.8	825.6326427129685
330.82500000000005	890.7672330928159
330.85	945.1144624501312
330.875	984.9573343680846
330.9	1011.4779278175723
330.925	1026.123792255335
330.95000000000005	1032.406986717646
330.975	1040.8888946220661
331.0	1057.0777787846232
331.025	1072.7605486410534
331.05	1076.4670049644553
331.07500000000005	1060.1261336537289
331.1	1024.1540036481142
331.125	989.4959085887468
331.15	985.935674831611
331.175	1020.7243171903359
331.20000000000005	1073.153439365362
331.225	1112.3128136986934
331.25	1109.9278652977325
331.275	1056.3165642457116
331.3	977.1906742064989
331.32500000000005	918.8559226979078
331.35	909.9966195051098
331.375	944.8065918159377
331.4	992.9555868573975
331.425	1015.6971222214544
331.45000000000005	988.4845691407728
331.475	921.1805477963876
331.5	850.0476252138591
331.525	809.0975139836526
331.55	809.1597754644514
331.57500000000005	832.9040583519817
331.6	852.1382102851903
331.625	864.4307665834951
331.65	899.7456942897034
331.675	971.54604955616
331.70000000000005	1043.7621440717303
331.725	1071.1537388721476
331.75	1051.8388228486347
331.775	1021.1393770779775
331.8	1012.3934772979761
331.82500000000005	1032.5131469382763
331.85	1061.4029835499869
331.875	1076.3029691407655
331.9	1079.145327624668
331.925	1085.1880181352353
331.95000000000005	1090.9448173533547
331.975	1079.5298462178935
332.0	1053.9590700407125
332.025	1036.862019458456
332.05	1033.5983469651246
332.07500000000005	1021.3094572206473
332.1	985.5988514099729
332.125	949.8855181628
332.15	952.8036154602349
332.175	1000.304829347409
332.20000000000005	1052.7556511271036
332.225	1066.5884197888254
332.25	1035.477850430821
332.275	976.1672261393452
332.3	896.9779856428563
332.32500000000005	805.6644307185137
332.35	727.1363088405062
332.375	691.0854128665637
332.4	708.0085269307351
332.425	758.3670152823686
332.45000000000005	807.6063055617177
332.475	838.4821055780518
332.5	861.4599288564814
332.525	894.3778295143783
332.55	943.705556672423
332.57500000000005	1002.5921295273614
332.6	1061.723752061541
332.625	1122.1817479451752
332.65	1185.2572936090958
332.675	1225.763651920073
332.70000000000005	1200.3175685448575
332.725	1098.5203371666348
332.75	972.4640767078149
332.775	896.3890791526186
332.8	897.1462375039172
332.82500000000005	941.1619374052799
332.85	984.4855078350806
332.875	1007.9440293080914
332.9	1009.007959326496
332.925	988.724353768605
332.95000000000005	950.0150164481198
332.975	897.5057695818222
333.0	837.3051517900265
333.025	780.7834062477422
333.05	748.3619090231645
333.07500000000005	760.8470443175983
333.1	821.5692418796218
333.125	912.133990602529
333.15	1007.8690697621298
333.175	1089.3814867186652
333.20000000000005	1135.0106001820673
333.225	1118.946538699404
333.25	1037.8906426615297
333.275	936.2237787516868
333.3	884.9976458940446
333.32500000000005	921.8046312240277
333.35	1014.0329463705933
333.375	1093.3261491535377
333.4	1119.4981702241635
333.425	1097.5405480646755
333.45000000000005	1049.4488591615116
333.475	994.5573413777017
333.5	951.9025523641634
333.525	934.8172307579113
333.55	930.7413716340387
333.57500000000005	905.976547946831
333.6	847.2252279685056
333.625	781.8675972229922
333.65	741.5457355047475
333.675	722.0431358839487
333.70000000000005	696.1391928483474
333.725	657.8357740074598
333.75	638.3140523593426
333.775	671.711342441926
333.8	752.3099882466173
333.82500000000005	838.8694115514351
333.85	899.6170651874436
333.875	936.0118579348218
333.9	960.7468596515249
333.925	976.7570118032527
333.95000000000005	986.6463268938982
333.975	997.6523424043572
334.0	1005.9611430113124
334.025	995.6096922792507
334.05	961.4203566356529
334.07500000000005	918.6706668188239
334.1	887.1261653111064
334.125	883.4417282918894
334.15	923.5602711083793
334.175	1001.5547945124686
334.20000000000005	1069.45474574584
334.225	1066.4022447736322
334.25	975.4069107553231
334.275	846.6153811599505
334.3	760.5490743778003
334.32500000000005	765.9201361482883
334.35	851.2399145880568
334.375	964.1671749172318
334.4	1049.715558492372
334.425	1084.4300305633162
334.45000000000005	1087.2327163353682
334.475	1091.3077862010598
334.5	1102.8662224944592
334.525	1100.339357480092
334.55	1074.8745517019534
334.57500000000005	1049.498372624098
334.6	1049.422683763615
334.625	1072.2572017338646
334.65	1098.6881094784214
334.675	1114.4105520467017
334.70000000000005	1109.86416516911
334.725	1080.341733130138
334.75	1042.5034071511925
334.775	1030.2721632257471
334.8	1053.2077761774158
334.82500000000005	1077.248060854597
334.85	1070.8776084055567
334.875	1047.7111823937319
334.9	1030.9906379355741
334.925	996.7587422938692
334.95000000000005	896.0305661169219
334.975	731.39074012545
335.0	576.5545997073054
335.025	512.2221254232359
335.05	557.0319189606394
335.07500000000005	662.9404061935543
335.1	774.2473594398701
335.125	880.8885080486476
335.15	996.2763756674373
335.175	1101.6713255710818
335.20000000000005	1152.1301795896125
335.225	1131.5015083569288
335.25	1076.1893159627223
335.275	1045.7170166983938
335.3	1071.5723454262984
335.32500000000005	1127.876865137869
335.35	1158.05719881894
335.375	1135.6905411095702
335.4	1085.9710821379638
335.425	1044.4937364523353
335.45000000000005	1019.0460345983183
335.475	1000.5206764739585
335.5	988.4169027400268
335.525	994.3811270005631
335.55	1028.6048003703331
335.57500000000005	1086.4021669638598
335.6	1151.7431733345259
335.625	1209.3241233367396
335.65	1240.603963598013
335.675	1223.3120361793542
335.70000000000005	1161.102326721053
335.725	1100.613689636904
335.75	1089.3323329180348
335.775	1121.3512185548866
335.8	1149.6256735601662
335.82500000000005	1144.7687285743227
335.85	1111.6978916603173
335.875	1055.609119169197
335.9	970.0963920807337
335.925	862.307971785897
335.95000000000005	758.4205449701285
335.975	676.5827338496626
336.0	614.0706386019945
336.025	562.7885083759511
336.05	521.4924423066724
336.07500000000005	492.9866847013521
336.1	479.28464316996576
336.125	476.59597023791315
336.15	470.5292922730136
336.175	446.16375330044036
336.20000000000005	409.92677222679373
336.225	391.3666068175972
336.25	417.319194132725
336.275	492.0340700582778
336.3	600.612038261658
336.32500000000005	719.9846506421757
336.35	828.9134590928614
336.375	914.7003385071588
336.4	969.1551767235375
336.425	987.726221906898
336.45000000000005	982.5759026618028
336.475	981.1460365845574
336.5	1001.6566987332882
336.525	1043.025936029359
336.55	1096.7292905608535
336.57500000000005	1148.0763197887052
336.6	1169.7448336793625
336.625	1138.7955926897694
336.65	1065.1704924903918
336.675	989.8615249480712
336.70000000000005	947.7949730539084
336.725	934.5955491151893
336.75	916.0964063511657
336.775	872.4598700761305
336.8	818.4824231624615
336.82500000000005	774.5618838202465
336.85	744.2494942577255
336.875	731.5224563261639
336.9	746.2945121573746
336.925	774.0562490633941
336.95000000000005	771.5690767420971
336.975	715.4522306372022
337.0	634.0137042313708
337.025	579.8161841631711
337.05	585.9454532989955
337.07500000000005	644.4560994852089
337.1	712.9951100704372
337.125	749.9074663628697
337.15	749.2662090768385
337.175	736.701468602847
337.20000000000005	734.8240531746161
337.225	739.5864270472956
337.25	728.1090845343267
337.275	686.5339907215905
337.3	629.4062547461664
337.32500000000005	587.6514298616122
337.35	584.0538112422895
337.375	629.015691833961
337.4	719.5158312827467
337.425	825.1676697383451
337.45000000000005	894.1727922277236
337.475	893.0648036197293
337.5	842.6738657671917
337.525	806.7793927722073
337.55	837.5738792146933
337.57500000000005	933.1370799218453
337.6	1046.4263200283467
337.625	1128.6745154310288
337.65	1162.1818221096573
337.675	1157.4086284064733
337.70000000000005	1135.677962931726
337.725	1122.2167950046494
337.75	1132.9801086291898
337.775	1154.7782406924855
337.8	1158.766142486937
337.82500000000005	1139.5632311908366
337.85	1118.2833720058966
337.875	1102.784229559139
337.9	1069.9736080701791
337.925	998.1669587194956
337.95000000000005	901.4372044492077
337.975	822.9007603931666
338.0	794.9022859953296
338.025	803.4226877196337
338.05	794.9083702767491
338.07500000000005	726.1873207888198
338.1	608.2006457738864
338.125	499.3970696180999
338.15	462.47163561732884
338.175	527.0607087256658
338.20000000000005	677.9195274052262
338.225	863.3384632330191
338.25	1015.2377939414155
338.275	1080.1575562369217
338.3	1054.2735944210888
338.32500000000005	990.8259784638584
338.35	955.8712821782469
338.375	964.9030133070373
338.4	968.7099052316057
338.425	914.4355873452259
338.45000000000005	820.2790645097781
338.475	769.7977615908372
338.5	820.6051380351805
338.525	939.0105594728029
338.55	1040.6834177485764
338.57500000000005	1073.5238811892605
338.6	1046.27151552819
338.625	1003.1051473449184
338.65	989.0645739976036
338.675	1023.8544452013444
338.70000000000005	1094.0171796580125
338.725	1168.2331844696046
338.75	1215.541439717474
338.775	1209.372757625656
338.8	1132.4069273589098
338.82500000000005	996.991653382101
338.85	855.0213904010798
338.875	767.0045768887853
338.9	756.5996364314032
338.925	802.9690640778387
338.95000000000005	873.6898140589822
338.975	952.7783092453981
339.0	1036.9634741018308
339.025	1119.6688797752558
339.05	1186.9830415886736
339.07500000000005	1223.2084535360743
339.1	1215.2901459070551
339.125	1156.4950570668268
339.15	1055.76339416703
339.175	947.3847686026705
339.20000000000005	878.8528813222897
339.225	871.2104743758345
339.25	893.6838617705977
339.275	892.7865051907933
339.3	842.2390644344188
339.32500000000005	753.6763240356088
339.35	657.955931072538
339.375	595.7504576328278
339.4	602.5642733673119
339.425	675.6501703606259
339.45000000000005	767.320280161128
339.475	826.8235134205627
339.5	843.750174151243
339.525	849.8451555139445
339.55	883.4783538677251
339.57500000000005	946.8618600813281
339.6	1002.5461027876246
339.625	1019.2817330667078
339.65	1003.3013928948749
339.675	981.2843066253555
339.70000000000005	977.6530296413328
339.725	1003.5448640577542
339.75	1045.7753618601178
339.775	1076.5180270091344
339.8	1084.4533286655665
339.82500000000005	1084.841743596647
339.85	1098.1909967118002
339.875	1126.629027972715
339.9	1151.4904708481133
339.925	1153.8671969771397
339.95000000000005	1129.7795468184972
339.975	1086.6669580882324
340.0	1047.3291314811481
