#      wvl       a       b       c      rmse
375.594000 0.008650566966 1.234254071835 0.000262336524 0.000032715869
385.263000 0.007935525082 1.068772763453 0.000191181961 0.000015883277
394.936000 0.007305377192 0.904991169055 0.000017480639 0.000001355416
404.613000 0.007230892851 1.059344578207 -0.000335276340 0.000016184211
414.295000 0.007034238412 0.951242299051 -0.000152648268 0.000025870452
423.981000 0.006553836316 0.609502449006 0.000328146787 0.000015170187
433.671000 0.006004403257 0.366726919279 0.000573132565 0.000011413456
443.366000 0.005621518434 0.267208444499 0.000530283483 0.000018321008
453.066000 0.005485767899 0.458844341598 0.000113089844 0.000005447593
462.769000 0.005263265848 0.477618855096 0.000003550958 0.000006927629
472.477000 0.005268456481 0.577409025520 -0.000162771569 0.000006595763
482.190000 0.005396407908 0.749061719371 -0.000433163700 0.000004520918
491.907000 0.005478985230 0.470156138094 0.000113621082 0.000003910934
501.628000 0.005419314028 0.585095818222 -0.000145121419 0.000007780571
511.354000 0.005397571248 0.433210298121 0.000158226733 0.000004903569
521.084000 0.005344798020 0.367952881566 0.000302957682 0.000025077636
530.818000 0.005237736670 0.563080173690 -0.000157505882 0.000003355765
540.557000 0.005279583786 0.608129686527 -0.000251358576 0.000010484567
550.300000 0.004858264508 0.371764009732 0.000097587870 0.000005130984
560.048000 0.004788163921 0.342386187260 0.000136679544 0.000027012036
569.800000 0.004712572906 0.203453350431 0.000393523715 0.000012825325
579.556000 0.004589183296 0.423377721683 -0.000099870899 0.000002893974
589.317000 0.004529227247 0.442846420526 -0.000181876751 0.000003409014
599.082000 0.004556691901 0.508751799032 -0.000319615001 0.000023866591
608.852000 0.004415000046 0.429999449286 -0.000181611645 0.000027110515
618.625000 0.004245537906 0.199472363019 0.000273911081 0.000001302614
628.404000 0.004317959323 0.269428392761 0.000160014044 0.000014271139
638.186000 0.004411413781 0.392849245928 -0.000103314589 0.000006304553
647.974000 0.004333170701 0.326121028225 0.000001095111 0.000019414262
657.765000 0.004338901100 0.450056670918 -0.000243725881 0.000004678017
667.561000 0.004416846899 0.451306174736 -0.000249146815 0.000021783774
655.792000 0.004331302389 0.413119802804 -0.000172373599 0.000002993413
665.599000 0.004398752061 0.461274137599 -0.000268406682 0.000019594051
675.401000 0.004446998557 0.352436509715 -0.000022074375 0.000009321425
685.198000 0.004474356240 0.335192116112 0.000033378965 0.000000001935
694.989000 0.004436108552 0.330578816435 0.000038099359 0.000000426588
704.776000 0.004417749852 0.310864195118 0.000076660799 0.000008297546
714.557000 0.004494017812 0.346936395516 0.000018947589 0.000009879955
724.333000 0.004560336379 0.349581056045 0.000063624297 0.000006324835
734.103000 0.004608123247 0.340066357451 0.000079540166 0.000004890635
743.869000 0.004548173465 0.376510360023 -0.000040097639 0.000006298540
753.629000 0.004475570781 0.392519847608 -0.000121129106 0.000000791776
763.384000 0.004397672958 0.327450988140 0.000042901084 0.000001185554
773.133000 0.004455090568 0.327225117578 0.000083067341 0.000001467927
782.878000 0.004687557146 0.404083865921 -0.000034145907 0.000003382852
792.617000 0.004557582836 0.376914905783 -0.000009341371 0.000003041564
802.352000 0.004546514727 0.369857123777 -0.000026074571 0.000009385851
812.081000 0.004603995748 0.374491855694 -0.000014759469 0.000018233207
821.804000 0.004640476782 0.420381969534 -0.000170263192 0.000012281578
831.523000 0.004446598601 0.387266000099 -0.000143098888 0.000000610076
841.236000 0.004329267909 0.349705853171 -0.000061091605 0.000005521059
850.944000 0.004251780770 0.323876149685 -0.000012007347 0.000013190925
860.647000 0.004197598085 0.302030298641 0.000023874487 0.000006467109
870.345000 0.004241336079 0.330970558443 -0.000048201770 0.000004222523
880.037000 0.004202735323 0.305889891506 0.000004758389 0.000012041558
889.724000 0.004109327253 0.285600703516 0.000039731930 0.000011389107
899.407000 0.004030464029 0.302307573542 -0.000035737281 0.000001224168
909.083000 0.004014242726 0.314971623289 -0.000089758953 0.000004859750
918.755000 0.003896997729 0.272821825874 -0.000028775614 0.000010924974
928.421000 0.003825476636 0.218494993210 0.000124106719 0.000004941489
938.083000 0.003781953407 0.196886702377 0.000189745221 0.000007041171
947.739000 0.003778591428 0.282944266268 -0.000173884784 0.000003809787
957.389000 0.003620972961 0.224362813406 0.000007725237 0.000002358479
967.035000 0.003549757378 0.211448834533 0.000019910773 0.000001302834
976.675000 0.003462130361 0.220539422932 -0.000029122023 0.000005600014
986.311000 0.003373265669 0.197803861931 0.000003940936 0.000007544234
995.941000 0.003296875609 0.187869425119 0.000008493670 0.000000523705
1005.570000 0.003230570946 0.176684486817 0.000016307570 0.000005706213
1015.180000 0.003182321392 0.178190952368 0.000001692457 0.000001236290
1024.800000 0.003142431595 0.179362431029 -0.000009908669 0.000000037530
1034.410000 0.003100531473 0.175068884669 -0.000016841565 0.000001799692
1044.010000 0.003060696188 0.169366957998 -0.000017185977 0.000000649187
1053.610000 0.003021883506 0.158483949869 0.000002323401 0.000003273591
1063.200000 0.002991962517 0.161655026847 -0.000012465194 0.000001083484
1072.790000 0.002953043498 0.160931647104 -0.000014372594 0.000001441650
1082.380000 0.002915432301 0.154002635786 -0.000009658888 0.000000035552
1091.950000 0.002886520601 0.148090530510 -0.000002960691 0.000004753051
1101.530000 0.002871695764 0.144343042024 -0.000002419731 0.000002332435
1111.090000 0.002878797529 0.130157090612 0.000032501723 0.000006180551
1120.660000 0.002868786757 0.152572415594 -0.000063841706 0.000001481524
1130.210000 0.002708831898 0.115730418229 0.000093176651 0.000000224534
1139.760000 0.002718516036 0.123016344513 0.000042807088 0.000000432413
