2549.719531 47.745987
2549.069590 47.770336
2548.419980 47.517536
2547.770701 47.449326
2547.121752 47.365608
2546.473135 47.420593
2545.824847 48.000198
2545.176890 48.256184
2544.529262 48.018196
2543.881964 48.073544
2543.234995 48.113461
2542.588355 47.163418
2541.942044 46.413589
2541.296061 47.195923
2540.650407 47.901566
2540.005080 48.096405
2539.360081 48.229397
2538.715410 48.191830
2538.071066 48.340485
2537.427049 48.365032
2536.783359 48.560509
2536.139995 48.833912
2535.496957 48.687576
2534.854246 48.634457
2534.211860 49.001675
2533.569800 49.042091
2532.928065 48.957840
2532.286655 49.138588
2531.645570 49.288296
2531.004809 49.360081
2530.364372 49.400696
2529.724260 49.347569
2529.084471 49.294369
2528.445006 49.381870
2527.805865 49.453800
2527.167046 49.431828
2526.528550 49.613476
2525.890376 49.669888
2525.252525 49.663628
2524.614996 49.673019
2523.977789 49.635315
2523.340903 49.754604
2522.704339 50.031132
2522.068096 50.040665
2521.432173 49.987259
2520.796572 50.122627
2520.161290 50.147896
2519.526329 50.047161
2518.891688 50.040863
2518.257366 49.798000
2517.623364 49.602211
2516.989680 49.942883
2516.356316 50.283882
2515.723270 50.340797
2515.090543 50.255463
2514.458134 50.154209
2513.826043 50.290211
2513.194270 50.283829
2512.562814 50.245754
2511.931675 50.429482
2511.300854 50.105988
2510.670349 49.988373
2510.040161 50.410290
2509.410289 50.435593
2508.780733 50.429138
2508.151492 50.549824
2507.522568 50.702408
2506.893958 51.141560
2506.265664 51.421925
2505.637685 51.415844
2505.010020 51.314121
2504.382670 51.180401
2503.755633 51.301754
2503.128911 51.455112
2502.502503 51.624596
2501.876407 51.762272
2501.250625 51.740219
2500.625156 51.654163
2500.000000 51.584000
2499.375156 51.657818
2498.750625 51.651608
2498.126405 51.597305
2497.502498 51.703243
2496.878901 51.568680
2496.255617 51.385807
2495.632643 51.652313
2495.009980 51.822674
2494.387628 51.928890
2493.765586 51.874405
2493.143854 51.658955
2492.522433 52.022736
2491.901321 52.193607
2491.280518 52.090729
2490.660025 52.294014
2490.039841 52.432961
2489.419965 52.394527
2488.800398 52.339905
2488.181140 52.349804
2487.562189 51.438557
2486.943546 50.235352
2486.325211 51.069157
2485.707184 52.308395
2485.089463 52.625866
2484.472050 52.797844
2483.854943 52.710613
2483.238143 51.536766
2482.621648 50.588875
2482.005460 51.604202
2481.389578 52.019608
2480.774001 51.427967
2480.158730 51.811134
2479.543764 51.918163
2478.929103 51.976467
2478.314746 53.011669
2477.700694 53.770969
2477.086946 53.699829
2476.473502 53.416630
2475.860361 53.394150
2475.247525 53.649097
2474.634991 53.757309
2474.022761 53.114067
2473.410834 52.584599
2472.799209 53.182995
2472.187886 53.700165
2471.576866 53.792198
2470.966148 53.147297
2470.355731 52.173992
2469.745616 52.642414
2469.135802 53.603374
2468.526290 53.925236
2467.917078 54.116047
2467.308167 54.241318
2466.699556 54.284523
2466.091245 54.114002
2465.483235 53.926823
2464.875524 54.134472
2464.268112 54.539902
2463.661000 54.665646
2463.054187 54.461819
2462.447673 54.406185
2461.841457 54.498989
2461.235540 54.542336
2460.629921 54.750854
2460.024600 54.761280
2459.419577 54.556778
2458.814851 54.682858
2458.210423 54.577358
2457.606291 53.478336
2457.002457 52.792339
2456.398919 53.530918
2455.795678 54.021492
2455.192733 54.197330
2454.590083 54.605690
2453.987730 54.698925
2453.385672 54.891926
2452.783910 54.835739
2452.182442 54.330475
2451.581270 54.074284
2450.980392 54.200672
2450.379809 54.693577
2449.779520 54.953663
2449.179525 54.897240
2448.579824 54.890778
2447.980416 54.617287
2447.381302 54.477077
2446.782481 54.336704
2446.183953 54.530422
2445.585718 55.660618
2444.987775 56.089321
2444.390125 55.899181
2443.792766 56.278137
2443.195700 56.439686
2442.598925 56.282890
2442.002442 56.226540
2441.406250 56.170116
2440.810349 56.315048
2440.214739 56.611244
2439.619419 56.706085
2439.024390 56.532028
2438.429651 55.920521
2437.835202 55.611267
2437.241043 56.227592
2436.647173 56.743450
2436.053593 56.467789
2435.460302 55.922085
2434.867300 55.932457
2434.274586 56.212833
2433.682161 56.679184
2433.090024 57.196651
2432.498176 57.308983
2431.906615 57.117062
2431.315342 56.958763
2430.724356 57.155708
2430.133657 57.285103
2429.543246 57.262115
2428.953121 57.272995
2428.363283 57.249950
2427.773731 57.159000
2427.184466 57.169773
2426.595487 57.333401
2426.006793 57.361225
2425.418385 57.168072
2424.830262 57.195808
2424.242424 57.342651
2423.654872 57.319397
2423.067604 57.534538
2422.480620 57.766907
2421.893921 57.863091
2421.307506 57.891113
2420.721375 57.816772
2420.135528 57.759396
2419.549964 57.787354
2418.964683 57.815323
2418.379686 57.843288
2417.794971 57.888386
2417.210539 57.454273
2416.626390 55.958107
2416.042522 55.128586
2415.458937 56.097912
2414.875634 56.553703
2414.292612 56.615341
2413.709872 57.844193
2413.127413 58.868137
2412.545235 59.154274
2411.963338 59.182827
2411.381722 59.108185
2410.800386 59.050663
2410.219330 59.113564
2409.638554 59.210949
2409.058058 59.049957
2408.477842 59.095650
2407.897905 59.382828
2407.318247 59.376915
2406.738869 59.301933
2406.159769 59.226830
2405.580948 59.203503
2405.002405 59.404881
2404.424140 59.502644
2403.846154 59.600483
2403.268445 59.611839
2402.691014 59.709770
2402.113860 59.946434
2401.536984 59.905888
2400.960384 59.500977
2400.384061 59.130386
2399.808015 59.436600
2399.232246 59.934177
2398.656752 59.962929
2398.081535 59.904758
2397.506593 60.090080
2396.931927 60.240726
2396.357537 60.130302
2395.783421 59.915207
2395.209581 59.926491
2394.636015 60.164474
2394.062724 60.437546
2393.489708 60.099926
2392.916966 59.657169
2392.344498 60.035164
2391.772303 60.343594
2391.200383 60.424931
2390.628735 60.523811
2390.057361 60.377697
2389.486260 60.231415
2388.915432 60.417904
2388.344877 60.516914
2387.774594 60.387959
2387.204583 59.609600
2386.634845 58.848049
2386.065378 59.262554
2385.496183 59.343559
2384.927260 58.738949
2384.358608 58.731789
2383.790226 58.654221
2383.222116 58.735004
2382.654277 60.313110
2382.086708 61.734077
2381.519409 61.816399
2380.952381 61.687080
2380.385622 61.875294
2379.819134 61.887096
2379.252915 61.792900
2378.686965 61.875324
2378.121284 61.975494
2377.555873 62.199574
2376.990730 62.264549
2376.425856 62.099377
2375.861250 61.951744
2375.296912 61.520351
2374.732843 60.290569
2374.169041 59.556339
2373.605507 60.844833
2373.042240 62.045731
2372.479241 62.199554
2371.916509 62.353497
2371.354043 62.489773
2370.791844 62.199169
2370.229912 61.837067
2369.668246 62.222549
2369.106847 62.483662
2368.545713 62.566738
2367.984845 62.846069
2367.424242 62.911510
2366.863905 62.905602
2366.303833 62.953236
2365.744026 63.018776
2365.184484 62.887711
2364.625207 62.917465
2364.066194 63.126160
2363.507445 63.138100
2362.948960 63.132133
2362.390739 63.144054
2361.832782 63.209740
2361.275089 63.185787
2360.717658 63.072083
2360.160491 63.245487
2359.603587 63.311264
2359.046945 63.215370
2358.490566 63.029472
2357.934449 62.483650
2357.378595 62.351166
